type,annotations.gid,annotations.euid,annotations.children pid namespace,annotations.pid,annotations.seen time,annotations.source,annotations.net namespace,annotations.ipc namespace,annotations.ppid,annotations.pid namespace,annotations.uid,annotations.egid,annotations.exe,annotations.mount namespace,annotations.name,annotations.user namespace,annotations.path,annotations.subtype,annotations.permissions,annotations.epoch,annotations.version,annotations.memory address,annotations.size,annotations.tgid,annotations.start time,annotations.ns pid,annotations.read fd,annotations.write fd,annotations.cwd,annotations.command line,annotations.fd,annotations.root path
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af098000,13817,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af096000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aec34000,24ec68,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aec81000,200000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aee81000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aea30000,2030a8,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aea33000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aec32000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae827000,208928,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae82e000,200000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aea2e000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,0,0,,,2906,,,6,7,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae5da000,24cd00,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae621000,200000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae821000,5000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae826000,d00,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae1e9000,3f0ae0,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae3d0000,200000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae5d0000,6000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae5d6000,3ae0,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adfca000,21e480,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adfe4000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae1e3000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae1e5000,3480,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af094000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68addc3000,206180,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68addc9000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adfc8000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af091000,3000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae5d0000,4000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adfc8000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae1e3000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ae821000,4000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aea2e000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aec32000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68aee81000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,55eb9eeed000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af0ac000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,1,7f68af098000,13817,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adbb9000,2098c0,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adbc1000,200000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68addc1000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68addc1000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,2,7f68af098000,13817,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad9ad000,20b588,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad9b8000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adbb7000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad793000,219a58,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad7aa000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad9a9000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad9ab000,1a58,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad581000,211738,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad58c000,1ff000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad78b000,2000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad78d000,5738,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad78b000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68ad9a9000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68adbb7000,1000,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af0ab000,967,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f68af0ab000,392,3023,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3141/oom_score_adj,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/class,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/class/dmi,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/class/dmi/id,link,0777,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/dmi,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/dmi/id,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/dmi/id/sys_vendor,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8d0c9c7000,7fb000,365,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/cmdline,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/module,directory,0755,0,0,,,,,,,,,,,
Process,1000,0,-1,2906,1679540190.367,syscall,-1,-1,2607,-1,0,1000,/usr/bin/sudo,-1,sudo,-1,,,,,,,,,,,,,,,,
Process,1000,0,-1,2906,1679540190.367,syscall,-1,-1,2607,-1,0,0,/usr/bin/sudo,-1,sudo,-1,,,,,,,,,,,,,,,,
Process,0,0,-1,2906,1679540190.367,syscall,-1,-1,2607,-1,0,0,/usr/bin/sudo,-1,sudo,-1,,,,,,,,,,,,,,,,
Process,0,0,4026531836,2981,,syscall,4026531992,4026531839,2906,4026531836,0,0,/usr/bin/sudo,4026531840,sudo,4026531837,,,,,,,,,1679540190.367,2981,,,,,,
Process,0,0,4026531836,2981,,syscall,4026531992,4026531839,2906,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.375,2981,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2985,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.495,2985,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2986,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.495,2986,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2987,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.495,2987,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2988,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.495,2988,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2989,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.515,2989,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2990,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.596,2990,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2990,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.596,2990,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2991,,syscall,4026531992,4026531839,2990,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.636,2991,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2992,,syscall,4026531992,4026531839,2990,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.636,2992,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2993,,syscall,4026531992,4026531839,2990,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.636,2993,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2994,,syscall,4026531992,4026531839,2990,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.636,2994,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2995,,syscall,4026531992,4026531839,2990,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-buildx,4026531840,docker-buildx,4026531837,,,,,,,,,1679540190.636,2995,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-buildx docker-cli-plugin-metadata,,
Process,0,0,4026531836,2996,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.692,2996,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,2996,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-compose,4026531840,docker-compose,4026531837,,,,,,,,,1679540190.692,2996,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-compose docker-cli-plugin-metadata,,
Process,0,0,4026531836,2997,,syscall,4026531992,4026531839,2996,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-compose,4026531840,docker-compose,4026531837,,,,,,,,,1679540190.692,2997,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-compose docker-cli-plugin-metadata,,
Process,0,0,4026531836,2998,,syscall,4026531992,4026531839,2996,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-compose,4026531840,docker-compose,4026531837,,,,,,,,,1679540190.696,2998,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-compose docker-cli-plugin-metadata,,
Process,0,0,4026531836,2999,,syscall,4026531992,4026531839,2996,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-compose,4026531840,docker-compose,4026531837,,,,,,,,,1679540190.696,2999,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-compose docker-cli-plugin-metadata,,
Process,0,0,4026531836,3000,,syscall,4026531992,4026531839,2996,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-compose,4026531840,docker-compose,4026531837,,,,,,,,,1679540190.696,3000,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-compose docker-cli-plugin-metadata,,
Process,0,0,-1,3001,1679540190.872,syscall,-1,-1,2981,-1,0,0,/usr/libexec/docker/cli-plugins/docker-scan,-1,docker-scan,-1,,,,,,,,,,,,,/home/sp/Application/N-cp-T,,,
Process,0,0,-1,3001,,syscall,-1,-1,2981,-1,0,0,/usr/libexec/docker/cli-plugins/docker-scan,-1,docker-scan,-1,,,,,,,,,1679540190.872,,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-scan docker-cli-plugin-metadata,,
Process,0,0,4026531836,3002,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.872,3002,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-scan docker-cli-plugin-metadata,,
Process,0,0,4026531836,3003,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.872,3003,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-scan docker-cli-plugin-metadata,,
Process,0,0,4026531836,3004,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.872,3004,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-scan docker-cli-plugin-metadata,,
Process,0,0,4026531836,3005,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.872,3005,,,/home/sp/Application/N-cp-T,/usr/libexec/docker/cli-plugins/docker-scan docker-cli-plugin-metadata,,
Process,0,0,4026531836,3001,,syscall,4026531992,4026531839,2981,4026531836,0,0,/usr/bin/docker,4026531840,docker,4026531837,,,,,,,,,1679540190.872,3001,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,3006,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.876,3006,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,4026531836,3007,,syscall,4026531992,4026531839,3001,4026531836,0,0,/usr/libexec/docker/cli-plugins/docker-scan,4026531840,docker-scan,4026531837,,,,,,,,,1679540190.876,3007,,,/home/sp/Application/N-cp-T,docker cp ops2 ubuntu:/,,
Process,0,0,-1,1432,1679540190.880,syscall,-1,-1,1,-1,0,0,,-1,dockerd,-1,,,,,,,,,,,,,,,,
Process,0,0,-1,1104,1679540190.880,syscall,-1,-1,1,-1,0,0,/usr/bin/dockerd,-1,dockerd,-1,,,,,,,,,,,,,/,,,
Process,0,0,-1,766,1679540190.880,syscall,-1,-1,1,-1,0,0,/usr/lib/udisks2/udisksd,-1,udisksd,-1,,,,,,,,,,,,,/,,,
Process,125,121,-1,936,1679540190.880,syscall,-1,-1,1,-1,121,125,/lib/systemd/systemd,-1,systemd,-1,,,,,,,,,,,,,/,,,
Process,0,0,4026531836,3008,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540190.880,3008,,,/,,,
Process,0,0,4026531836,3008,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540190.880,3008,,,/,dumpe2fs -h /dev/sda1,,
Process,125,121,-1,976,1679540190.920,syscall,-1,-1,954,-1,121,125,/usr/bin/gnome-shell,-1,gnome-shell,-1,,,,,,,,,,,,,/var/lib/gdm3,,,
Process,0,0,4026531836,3010,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540190.932,3010,,,/,,,
Process,0,0,4026531836,3010,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540190.940,3010,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,4026531836,3011,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540190.968,3011,,,/,,,
Process,0,0,-1,3012,1679540191.012,syscall,-1,-1,1104,-1,0,0,/usr/bin/dockerd,-1,exe,-1,,,,,,,,,,,,,/,,,
Process,0,0,-1,3012,,syscall,-1,-1,1104,-1,0,0,/usr/bin/dockerd,-1,exe,-1,,,,,,,,,1679540191.012,,,,/,docker-untar / /var/lib/docker/overlay2/18f70c996805645befc4fb5a3c729ebe4222556fed9b9c4d7290cd7e222f80df/merged,,
Process,0,0,4026531836,3012,,syscall,4026531992,4026531839,1104,4026531836,0,0,/usr/bin/dockerd,4026531840,dockerd,4026531837,,,,,,,,,1679540191.012,3012,,,/,,,
Process,0,0,4026531836,3013,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540191.020,3013,,,/,,,
Process,0,0,4026531836,3013,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540191.020,3013,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,4026531836,3014,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540191.036,3014,,,/,,,
Process,0,0,4026531836,3014,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540191.040,3014,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,-1,759,1679540191.196,syscall,-1,-1,1,-1,0,0,/usr/sbin/irqbalance,-1,irqbalance,-1,,,,,,,,,,,,,/,,,
Process,0,0,4026531836,3015,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.341,3015,,,/,,,
Process,0,0,4026531836,3016,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.341,3016,,,/,,,
Process,0,0,4026531836,3017,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.341,3017,,,/,,,
Process,0,0,4026531836,3018,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.341,3018,,,/,,,
Process,0,0,4026531836,3019,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.341,3019,,,/,,,
Process,0,0,4026531836,3020,,syscall,4026531992,4026531839,3012,4026531836,0,0,/usr/bin/dockerd,4026531840,exe,4026531837,,,,,,,,,1679540192.438,3020,,,/,,,
Process,0,0,4026531836,3012,,syscall,4026531992,4026531839,1104,4026531836,0,0,/usr/bin/dockerd,4026532757,dockerd,4026531837,,,,,,,,,1679540191.012,3012,,,/,,,
Process,0,0,4026531836,3021,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540192.458,3021,,,/,,,
Process,0,0,4026531836,3021,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540192.462,3021,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,4026531836,3022,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540192.482,3022,,,/,,,
Process,0,0,4026531836,3022,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540192.486,3022,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,4026531836,3023,,syscall,4026531992,4026531839,766,4026531836,0,0,/usr/lib/udisks2/udisksd,4026531840,udisksd,4026531837,,,,,,,,,1679540192.490,3023,,,/,,,
Process,0,0,4026531836,3023,,syscall,4026531992,4026531839,766,4026531836,0,0,/sbin/dumpe2fs,4026531840,dumpe2fs,4026531837,,,,,,,,,1679540192.494,3023,,,/,dumpe2fs -h /dev/sda1,,
Process,0,0,-1,3141,1679540196.522,syscall,-1,-1,376,-1,0,0,/lib/systemd/systemd-udevd,-1,systemd-udevd,-1,,,,,,,,,,,,,/,,,
Process,106,102,-1,763,1679540196.526,syscall,-1,-1,1,-1,102,106,/usr/sbin/rsyslogd,-1,rs:main Q:Reg,-1,,,,,,,,,,,,,/,,,
Process,0,0,-1,365,1679540196.526,syscall,-1,-1,1,-1,0,0,/lib/systemd/systemd-journald,-1,journal-offline,-1,,,,,,,,,,,,,,,,
