type,annotations.gid,annotations.euid,annotations.children pid namespace,annotations.pid,annotations.seen time,annotations.source,annotations.net namespace,annotations.ipc namespace,annotations.ppid,annotations.pid namespace,annotations.uid,annotations.egid,annotations.exe,annotations.mount namespace,annotations.name,annotations.user namespace,annotations.path,annotations.subtype,annotations.permissions,annotations.epoch,annotations.version,annotations.memory address,annotations.size,annotations.tgid,annotations.start time,annotations.ns pid,annotations.read fd,annotations.write fd,annotations.cwd,annotations.command line,annotations.fd,annotations.root path
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/block/loop23/uevent,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/udev/data/b7:23,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/936/status,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var/lib,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var/lib/gdm3,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var/lib/gdm3/.config,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var/lib/gdm3/.config/systemd,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/var/lib/gdm3/.config/systemd/user,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/user,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/user/121,directory,0700,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/user/121/systemd,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/etc,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/etc/systemd,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/etc/systemd/user,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/usr,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/usr/lib,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/usr/lib/systemd,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/usr/lib/systemd/user,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/udev/data/b7:5,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/7:1,link,0777,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/block/loop1,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/block/loop1/uevent,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/run/udev/data/b7:1,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/7:7,link,0777,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/virtual/block/loop7,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/interrupts,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/stat,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/irq/19/smp_affinity,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/irq/19/smp_affinity,file,0644,1,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/irq/56/smp_affinity,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/irq/56/smp_affinity,file,0644,1,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,5632c65d6000,1e38000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fe54000,1000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/filesystems,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fdf5000,40000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,c000000000,4000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,1,c000000000,4000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8b738000,2000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8b527000,210800,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fe44000,10000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fde5000,10000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8ad26000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8ad27000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b82d26000,8000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b84000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8a525000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8a526000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b7c000000,8000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b7c000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b89d24000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b89d25000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b89523000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b89524000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b80000000,4000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b80000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b88d22000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b88d23000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b74000000,8000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b74000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fda5000,40000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b78000000,4000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b78000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fd95000,10000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fd85000,10000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b8fd45000,40000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/sys/kernel/cap_last_cap,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3012/uid_map,file,0644,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b88521000,801000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b88522000,800000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b6c000000,8000000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7f8b6c000000,21000,1104,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3012/mountinfo,file,0444,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/.pivot_root051558674,directory,0700,0,0,,,,,,,,,,,/var/lib/docker/overlay2/18f70c996805645befc4fb5a3c729ebe4222556fed9b9c4d7290cd7e222f80df/merged
Artifact,,,,,,syscall,,,,,,,,,,,/ops2,file,0664,0,0,,,,,,,,,,,/var/lib/docker/overlay2/18f70c996805645befc4fb5a3c729ebe4222556fed9b9c4d7290cd7e222f80df/merged
Artifact,,,,,,syscall,,,,,,,,,,,/ops2,file,0644,1,0,,,,,,,,,,,/var/lib/docker/overlay2/18f70c996805645befc4fb5a3c729ebe4222556fed9b9c4d7290cd7e222f80df/merged
Artifact,,,,,,syscall,,,,,,,,,,,/ops2,file,0664,1,1,,,,,,,,,,,/var/lib/docker/overlay2/18f70c996805645befc4fb5a3c729ebe4222556fed9b9c4d7290cd7e222f80df/merged
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,5,0,,,766,,,15,16,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,5,0,,,766,,,17,18,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,5,0,,,766,,,19,20,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/block/loop1,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/block/loop9,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3021/fd,directory,0500,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a0f000,13817,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a0d000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe275ab000,24ec68,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe275f8000,200000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe277f8000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/virtual,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/virtual/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/virtual/block/loop8,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/block/7:14,link,0777,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/,directory,0555,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe273a7000,2030a8,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe273aa000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe275a9000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2719e000,208928,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe271a5000,200000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe273a5000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26f51000,24cd00,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26f98000,200000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27198000,5000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2719d000,d00,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26b60000,3f0ae0,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26d47000,200000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26f47000,6000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26f4d000,3ae0,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2695b000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26b5a000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unknown,,0,0,,,3021,,,,,,,3,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26b5c000,3480,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a0b000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2673a000,206180,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26740000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2693f000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a08000,3000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26f47000,4000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2693f000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26b5a000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27198000,4000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe273a5000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe275a9000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe277f8000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,560779c1d000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a23000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/virtual,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/virtual/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/virtual/block/loop14,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/block/7:18,link,0777,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/devices,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/devices/virtual,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/devices/virtual/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/devices/virtual/block/loop18,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/devices,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/devices/virtual,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/devices/virtual/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/dev/block/devices/virtual/block/loop22,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,1,7fbe27a0f000,13817,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26530000,2098c0,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26538000,200000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26738000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26738000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,2,7fbe27a0f000,13817,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26324000,20b588,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2632f000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2652e000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2610a000,219a58,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26121000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26320000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26322000,1a58,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe25ef8000,211738,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe25f03000,1ff000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26102000,2000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26104000,5738,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26102000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe26320000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe2652e000,1000,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a22000,967,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7fbe27a22000,392,3021,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0,directory,0555,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32/target32:0:0,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32/target32:0:0/32:0:0:0,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32/target32:0:0/32:0:0:0/block,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32/target32:0:0/32:0:0:0/block/sda,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/sys/devices/pci0000:00/0000:00:10.0/host32/target32:0:0/32:0:0:0/devices/host32/target32:0:0/32:0:0:0/block/sda/sda1,directory,0755,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,6,0,,,766,,,15,16,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,6,0,,,766,,,17,18,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,6,0,,,766,,,19,20,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3022/fd,directory,0500,0,0,,,,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1947000,13817,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1945000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d14e3000,24ec68,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1530000,200000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1730000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d12df000,2030a8,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d12e2000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d14e1000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d10d6000,208928,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d10dd000,200000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d12dd000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0e89000,24cd00,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0ed0000,200000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d10d0000,5000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d10d5000,d00,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0a98000,3f0ae0,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0c7f000,200000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0e7f000,6000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0e85000,3ae0,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0879000,21e480,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0893000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0a92000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0a94000,3480,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1943000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0672000,206180,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0678000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0877000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1940000,3000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0e7f000,4000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0877000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0a92000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d10d0000,4000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d12dd000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d14e1000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d1730000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,55d5d5137000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d195b000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,1,7ff9d1947000,13817,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0468000,2098c0,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0470000,200000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0670000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0670000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,2,7ff9d1947000,13817,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d025c000,20b588,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0267000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0466000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0042000,219a58,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0059000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0258000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d025a000,1a58,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9cfe30000,211738,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9cfe3b000,1ff000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d003a000,2000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d003c000,5738,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d003a000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0258000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d0466000,1000,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d195a000,967,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,memory,,,0,7ff9d195a000,392,3022,,,,,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,7,0,,,766,,,15,16,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,7,0,,,766,,,17,18,,,,
Artifact,,,,,,syscall,,,,,,,,,,,,unnamed pipe,,7,0,,,766,,,19,20,,,,
Artifact,,,,,,syscall,,,,,,,,,,,/proc/3023/fd,directory,0500,0,0,,,,,,,,,,,
